@relation review

@attribute sentence string
@attribute aspect {character, plot, neither}

@data
"If that makes sense Well finally my sisters gave into the whole craze and became obsessed just like everyone else ",plot
"And so with all my friends and two little sisters constantly nagging me I caved ",neither
"Plus my sisters bought them all so they were already sitting there on my bookshelfI guess its a bit hard to judge since now Im andU Uya knowU Unot really a little kid anymore ",neither
"Although yeah I know the books get more mature which is why Ill keep reading Over all it was enjoyable ",plot
"But I guess I see why at age I didnt feel compelled to keep reading ",plot
"There were a few things that irked me a First of all the whole story seemed to go by much too fast ",plot
"I guess you know its for kids and all ",plot
"But still quite a lot of things happened with no downtime in between ",plot
"Events would just happen in two or three pages and then itd be on to the next thing straightaway",plot
"Even the climax was only ",plot
"like ",neither
"ten pages long ",neither
"And after that it ended quite abruptly However in Rowlings defense ",plot
"I understand that this was her first book and so agents publishers probably pressured her to cut out as much as possible ",plot
"Im trying to get my first book published at the moment and so far quite a few agents have suggested that I cut about words out of my manuscript ",plot
"So I know how it is ",neither
"Oob The writing ",neither
"Well for the most part it was all right ",plot
"But ",neither
"so many dialogue tags with adverbs",plot
"One of my greatest pet peeves",neither
"she exclaimed indignantly Although once again its a kids book ",plot
"So I guess I shouldnt expect the writing style to be mindblowingly awesome ",plot
"Also Ive been told five billion times that Rowlings writing style improves as the books progress so U YAYc The characters are all very likable ",character
"except Harry Potter himself ",character
"I dont know what it is but I didnt feel much of an attachment to him ",character
"Maybe it was because everyone is always fawning over him",character
"Like wherever he goes everyones like OOOH ITS THE AWESOMETASTICAL HARRY POTTER Maybe Im just jealous",character
"Haha And he didnt have much of like an attitude at least not in this book ",character
"Eh ",neither
"I assume hell develop more later onAs for what I liked ",character
"As I mentioned already good characters ",character
"Also its a very creative story ",plot
"Rowlings worldbuilding is very detailed which adds more to the suspension of disbelief and whatnot ",plot
"So thats pretty cool ",plot
" I can tell that she was setting up for a lot of future character relationships plotlines etc And its good to see a series that has actually been planned out in advanceU Uthats what a series is supposed to be like ",plot
"So many authors seem to just pull sequels out of their butts these days So yeah I guess that is all my thoughts on book nUFAmero uno ",plot
"On to the next",neither
"hide spoilerOld review Okay so funny story ",neither
"I started to read these books back in third grade when they were first becoming like THE BIG THING ",neither
"I read the first two and a half and then gave up for one reason or another ",neither
"I got bored I guess",plot
"Eh dont remember ",neither
"And then I just never got around to reading them and everyone was constantly talking about them and bugging me to read them like POKE POKE BRIGID READ HARRY POTTER So I was like Yeah U Im not going to because Im a nonconformist And basically the whole thing just became really annoying ",neither
"because the more people told me to read them the more I didnt want to ",neither
"If that makes sense Well finally my sisters gave into the whole craze and became obsessed just like everyone else ",neither
"And so with all my friends and two little sisters constantly nagging me I caved ",neither
"Plus my sisters bought them all so they were already sitting there on my bookshelfI guess its a bit hard to judge since now Im andU Uya knowU Unot really a little kid anymore ",neither
"Although yeah I know the books get more mature which is why Ill keep reading Over all it was enjoyable ",plot
"But I guess I see why at age I didnt feel compelled to keep reading ",plot
"There were a few things that irked me a First of all the whole story seemed to go by much too fast ",plot
"I guess you know its for kids and all ",plot
"But still quite a lot of things happened with no downtime in between ",plot
"Events would just happen in two or three pages and then itd be on to the next thing straightaway",plot
"Even the climax was only ",plot
"like ",neither
"ten pages long ",neither
"And after that it ended quite abruptly However in Rowlings defense ",plot
"I understand that this was her first book and so agentspublishers probably pressured her to cut out as much as possible ",plot
"Im trying to get my first book published at the moment and so far quite a few agents have suggested that I cut about words out of my manuscript ",plot
"So I know how it is ",neither
"Oob The writing ",neither
"Well for the most part it was all right ",plot
"But ",neither
"so many dialogue tags with adverbs",plot
"One of my greatest pet peeves",neither
"she exclaimed indignantly Although once again its a kids book ",plot
"So I guess I shouldnt expect the writing style to be mindblowingly awesome ",plot
"Also Ive been told five billion times that Rowlings writing style improves as the books progress so U YAYc The characters are all very likable ",character
"except Harry Potter himself ",character
"I dont know what it is but I didnt feel much of an attachment to him ",character
"Maybe it was because everyone is always fawning over him",character
"Like wherever he goes everyones like OOOH ITS THE AWESOMETASTICAL HARRY POTTER Maybe Im just jealous",character
"Haha And he didnt have much of like an attitude at least not in this book ",character
"Eh ",neither
"I assume hell develop more later on As for what I liked ",character
"As I mentioned already good characters ",character
"Also its a very creative story ",plot
"Rowlings worldbuilding is very detailed which adds more to the suspension of disbelief and whatnot ",plot
"So thats pretty cool ",plot
" I can tell that she was setting up for a lot of future character relationships plotlines etc And its good to see a series that has actually been planned out in advanceU Uthats what a series is supposed to be like ",plot
"So many authors seem to just pull sequels out of their butts these days So yeah I guess that is all my thoughts on book nUFAmero uno ",plot
"On to the next",neither
"hide spoiler ",neither
"Review updated on There is nothing I say about this book or the series in general which has not been said before and probably better ",neither
"I will still give a brief summary of the plot in case you lived under a rock a rock in a very remote location ",neither
"A young orphan living with his aunts family which does not care much about him learns he came from a family of wizards ",neither
"He also has an opportunity to go to a wizard school which he jumps at without a second thought ",neither
"He makes some friends enemie Review updated on There is nothing I say about this book or the series in general which has not been said before and probably better ",neither
"I will still give a brief summary of the plot in case you lived under a rock a rock in a very remote location ",neither
"A young orphan living with his aunts family which does not care much about him learns he came from a family of wizards ",neither
"He also has an opportunity to go to a wizard school which he jumps at without a second thought ",neither
"He makes some friendsenemies and learns some details about his parents deathMake no mistake here this is a children book ",neither
"This is also a book which brought a lot of children to reading for which it gets major bonus points from me ",plot
"Do not think the series remain this way the books become more and more mature as Harry Potter and his friends grow upAs far as the story goes it is highly entertaining and remains so throughout the whole series ",plot
"This book in particular is notable for really showing a sense of wonder when we and Harry finally get to see the wizards world ",plot
"The movie based on this novel does an excellent job in this as well succeeding at something almost every other ones based on fantasy books fail it also nailed the casting ",plot
"I also really need to point out something else ",neither
"It is not a secret anymore was it ever what JK Rowling is a woman ",neither
"Two of her major characters and countless number of minor ones are boys ",character
"She does write them as real life boys which takes talent and some experience which I suppose comes from her having a son ",character
"I do not even need to mention that her main female character grows up to be strong and caring young womanThis book is suitable for both children and adults alike ",character
"Do not be deceived by its seemingly childish beginning ",character
"I used to hate Harry PotterNow before you hoist your pitchforks and torches allow me to explainWhen I was a wee child of six my dad decided itd be a good idea to introduce me to the seriesUstarting from the Goblet of Fire ",character
"Back then I was a vivacious reader but mainly of chapter books like Junie B Jones or Bailey School Kids ",neither
"The thickest book Id read was Charlie and the Chocolate FactorySo when my dad plunked this gigantic doorstopper of a book in front of me I quickly lost interestI used to hate Harry PotterNow before you hoist your pitchforks and torches allow me to explainWhen I was a wee child of six my dad decided itd be a good idea to introduce me to the seriesUstarting from the Goblet of Fire ",neither
"Back then I was a vivacious reader but mainly of chapter books like Junie B Jones or Bailey School Kids ",neither
"The thickest book Id read was Charlie and the Chocolate FactorySo when my dad plunked this gigantic doorstopper of a book in front of me I quickly lost interest and deemed Harry Potter boring and overhyped ",neither
"I carried this opinion through my teenage years rolling my eyes at the people whod pillaged bookstores at midnight and refusing my uncles generous offer to purchase me the entire series because he knew I liked to readFast forward to when I was deep in the clutches of Twilight and desperate for something to fill the power vacuum Breaking Dawn had left ",neither
"Then I stumbled across Harry Potter and the Philosophers Stone in my school library What the hell Id thought ",neither
"Theres nothing else to read anyway Id settled on a cushy couch flicked to the first page and laid eyes on this Mr and Mrs Dursley of number four Privet Drive were proud to say that they were perfectly normal thank you very much It was all over for me ",character
"I read past the tardy bell begged the librarian to let me keep it even though we werent allowed to check out books that early on in the school year ",neither
"I zoomed through it in class and snuck the Chamber of Secrets and the Prisoner of Azaban home under my coat ",neither
"I even pleaded my mother to haul The Goblet of Fire Order of the Phoenix HalfBlood Prince those thick heavy hardbacks home from her schools library my moms a teacher so I wouldnt be left Potterless during the weekend ",neither
"Having come across them long overdue I knew major spoilers including who would die in the end yet it still broke my heart when I read The Deathly HallowsThere are no words to describe how much I love Harry Potter and how much I want to smack my yearold for obsessing over a controlling douchebag vampire when I could have been laughing and swooning at Fred and George Weasleys anticsI am not part of the Potter generation ",neither
"But I wish I had been ",neither
"I was in eighth grade when my mom brought me home a paperback copy of Harry Potter and the SorcererUs Stone ",neither
"I immediately gave her the most outraged look possible and couldnUt believe that she would be handing me something as ridiculous as Harry Potter ",neither
"UCBut MomUD I said UCI read Stephen King ",neither
"This book is for kids Well if there is one thing my mom knows it is her children ",neither
"So she said back to me UCStepheny they are talking about banning this book from the schoolsUD Well that was all itI was in eighth grade when my mom brought me home a paperback copy of Harry Potter and the SorcererUs Stone ",neither
"I immediately gave her the most outraged look possible and couldnUt believe that she would be handing me something as ridiculous as Harry Potter ",neither
"UCBut MomUD I said UCI read Stephen King ",neither
"This book is for kidsUD Well if there is one thing my mom knows it is her children ",neither
"So she said back to me UCStepheny they are talking about banning this book from the schoolsUD Well that was all it took ",neither
"She knew me well enough and knew my feelings on bookbanning ",neither
"I waited until she walked out of the room before cautiously picking the book up not wanting to give her the satisfaction of knowing she hit the right button ",neither
"I skimmed the back cover and had an internal conflict as to whether or not I was actually going to read Harry Potter ",neither

"Mr and Mrs Dursley of number four Privet Drive were proud to say that they were perfectly normal thank you very much ",neither
"They were the last people you would expect to be involved in anything strange or mysterious because they just didnt hold with such nonsense ",neither
"Reread Harry Potter and the Sorcerers Stone is the first book of my life ",neither
"I can remember when I was six and walked by a bookstore ",neither
"Firstly I didnt see it and then I rechecked the store again that made me see this book sat on the self in the center of this store ",neither
"I hadnt known anything about Harry Potter since then all I know was it had a beautiful cover ",neither
"So why didnt I give a try",neither
"The first paragraph of this book is like magic ",plot
"How cant you fall in love with the book narrated like a bedtime story and theres magic in it ",plot
"Frankly I fall HARD for this book ",neither
"Its my first love and the only one I cant forget ",neither
"Harry Potter is a boy who lives in the cupboard under the stairs and his life isnt good either ",neither
"He doesnt know that the letter arrived at his house will change his life forever ",neither
"The story gradually reveals the secrets under and the world building is solid and intriguing ",plot
"The magic systen is not complex but it enhances the story very good ",plot
"To the well organized mind death is but the next great adventure Hogwart is a school that witches and wizards attend to ",neither
"Harry feels like this is his second home since he first meets Ron and Hermione his fellows ",neither
"The journey starts the moment these three find out about the Sorcerers stone and they think Snape is going to steal it for himself I wont say much about the story part because Im sure eveyone knows it ",neither
"All I want to say is about the emotional part I loved how grievous when Harry looks into The Mirror of Erised and he sees his parents ",character
"I like the sentence Dumbledore tells him ",plot
"It does not do to dwell on dreams and forget to live When I was a child I thought this book was really fun ",plot
"But when I grow up this book isnt just a book for me anymore ",plot
"Harry Potter is an abused boy in his house and he has tolerated all along no matter what ",neither
"Harry Potter has a scar that stands for everyone we all have our scars and its up to us to let it restrain your life or let it go and prove ourself not to be the person they think you are ",neither
"Becoming more and being something bigger than the one those people think you can be It takes a great deal of bravery to stand up to our enemies but just as much to stand up to our friends This book is EVERYTHING ",character
"I wonder what my childhood would have been like if Id been able Harry Potter of House Gyrffindor the first of his name the Wizard born Father of Adventure Seeking Protector of Hogwarts The Khal of Magical Realm Breaker of Dark Magic The Unkilled I finally read Harry Potter Yes you read that correctly ",neither
"Somehow I made it through middle school high school and college without reading about the Boy Who Lived ",neither
"Sometimes I feel twinges of regret about waiting so long to join in the magic ",plot
"I wonder what my childhood would have been like if Id been able to grow up alongside Harry Hermoine and Ron ",character
"I look back at pictures of ecstatic costumed children at book releases and movie premieres and think man that could have been me",neither
"I imagine how excruciating it would have been to wait years between the installments instead of just a few days ",neither
"I know Im incredibly spoiled But at the same time I know I was able to glean a whole lot from my first time reading of Harry Potter that my year old or year old self would never have noticed or appreciated ",neither
"Its a testament to the vivid imagination dedication and literary prowess of JK Rowling that for most of the series I barely felt at all that I was reading books meant for children Here are just a few great things I took away from Harry Potter as a first time grown up reader The Sadness inside Harry Harry is our man ",plot
"We get to see the world through his eyes "character
"And having lacked any kind of familial love and security as a child naturally hes going to be a bit on the wild side ",neither
"When youre a kid youre happy to get into trouble right along with him",neither
"After all youre learning about Hogwarts and the Wizarding world just like he is ",neither
"But man as an adult you really feel and understand the hurt the loneliness Harry has to go through Hes a kid who had so much working against him and most of the people he trusted were either dead or lying to him for most of his life ",character
"As Harry matures and we see how much hes willing to sacrifice for those he loves even the grownups cant help but take a page from Harrys book ",character
"Hes the boy who lived loved and won our hearts Hermoine is so incredibly inspiring OK so this is pretty obvious to anyone who reads the book no matter their age ",character
"But its even more powerful and inspiring to watch Hermoine grow up from an older perspective ",character
"She is the definition of a selfmade woman ",character
"Hailing from muggle origins the daughter of dentists no less only child Hermoine Granger has to rely on her own gumption to succeed at Hogwarts ",character
"She doesnt have magical blood a famous pedigree a secret vault full of money or even an older sibling to teach her the ropes ",character
"But gosh darn it shes got the library and a copy of Hogwarts A History and shes going to succeed if it kills her As a fellow young woman trying to make my way in the world how could Hermoine not be my hero",character
"Her flaws teach me that humility is important to making my relationships work ",character
"Her strengths teach me that being a nerd is OK ",character
"Her care and preparedness save the day and usually someones life Words Matter SO MUCH We all know this great quote from Dumbledore Call him Voldemort Harry ",character
"Always use the proper name for things ",neither
"Fear of a name increases fear of the thing itself The older I grow the more I realize how much pain in our world stems from fear and avoidance ",neither
"And as Dumbledore counseled this only makes bad situations worse ",neither
"When we see something rotten in the world and want to find a solution we cant just chalk it up to some vague term ",neither
"We have to call things what they are whether its Racism Sexism or another of the many harmful ways humans treat each other ",neither
"Just like Wizards couldnt unite to stand against vague evil something which could not be named so we in the Muggle world have to be brave and name our Voldemorts when they arise in order to effectively make a change My list could go on and on ",neither
"But why not crack open The Sorcerers Stone and revisit the magic for yourself",plot
"If its been a while since you read the Potter books youre in for an avalanche of new lessons and feels that you might have been too young to appreciate the first time around ",neither
"So what is Harry Potter and The Philosophers Stone Good question ",neither
"But first I ask you what is magic To me magic is the captivating voice of the imagination transmutable and quantifiable it finds its verve in the proper arrangement of words ",neither
"These words can make you laugh and cry and dream dreams that will never die It would go without saying that Jo Rowling changed the world when she created Harry Potter and the result is a deeply meaningful and shareable universe as vast and grand as Star Wars Final Fantasy and enrapturing works that have continued to span generations with the perfect combination of action creativity and character ",plot
"As this is my very first reading of Harry Potter and I have never seen the movies though some things have been spoiled but not many I was so happy to treat myself with the release of Vault of Dreams to the UK Bloomsbury set that comes in a wonderful red box and I have two lovely friends to thank for this Chelsea Slytherpuff and Chenda Slytherin because without their friendship and enthusiasm this vast landscape of literary gold would still be void in my life Whilst Potter is undeniably English its likability constitutes some of the very best qualities of Anglophilia like Christmas pudding and the Hogwarts Express and reminds us that the stone set in the silver sea has not only some of the greatest writers male and female the world has ever seen but continues to capture our lust for fantastical adventure as a place so heavily steeped in magic mystery and muggledom that Potter Us inherent Englishness makes it overly charming and utterly adorable and for me tearfully nostalgic ",plot
"The very definition of timeless not only for its colorful cast of characters a true ensemble series this is",character
"With someone for everyone to love or hate or its prose lighter than CS Lewis Narnia but just as enchanting or its cleverness and conceptualization Harry Potter finds the precious space in our hearts that weve all been endowed the perfect space to live and dream and desire to be great to know that destiny is a powerful force at work in our lives but life is still and adventure full of choices and the key to truly living is truly the most unexplainably magical idea there is was and ever will be and that is loveRecommended for everyoneAnd get that beautiful red box set whilst youre at it",plot
"Rereading Harry Potter always feels like coming home ",plot
"It was so nice to start at the beginning with Harry before he knew he was a wizard ",plot
"The wonder and amazement he felt as he arrived at Hogwarts ",plot
"The friendship that formed among Harry Ron and Hermione ",plot
"Also seeing the little things when I know now how everything ends and ties together ",plot
"Its just the coziest most beautiful feeling to be back at Hogwarts and I cannot wait to continue my reread of the series ",plot
"To the wellorganized mind death is but the next great adventure This has been one of the most sweet and beautiful readings Ive had but I must say that for me has been more like a rereading even when Ive never read this one before since Ive seen the first movie a thousand times ",plot
"Therefore there has been no surprises for me this time it doesnt mean didnt liked me contrary I liked it and I enjoyed a fast paced fresh and full of magic reading what else could ask I love the characters they have the most varied personalities and you can easily love them ",character
"I particularly have a great weakness for Hagrid and Dumbledore who has the most beautiful and profound sentences in this book besides always manages to take off a smile ",character
"It is a beautiful and terrible thing and should therefore be treated with great caution So I hope to continue with the series and hopefully every time can surprise me a bit more and more it is nice to see at last why fuss xDPS I managed to understand with this book that the film has been so successful because it clearly is a reflection of the book for me it was easy to imagine each scene and thats incredible Cuz I know as readers we always excited us with the idea that our favorite book this on the big screen and the truth its that never reach our expectations ending to be only a shadow of what the book was ",neither
"In this case I value that have respected so much the book when they did the movie it is something to highlight ",neither
"It does not do to dwell on dreams and forget to live",neither
"I swear every time I read this book I fall even more in love with it",plot
"This series because Ive read the whole series is and will always be one of my favourites I loved everything about it and just the whole plot is amazing ",plot
"Sometimes books never live up to their hype but with this book I can actually understand why so many people like it ",plot
"I cant even explain my love for this series ",plot
"Ive watched the movies so many times and read the books only once which is probably why Im reading it again ",neither
"I do have to admit I was really late and read this book only last year ",neither
"After reading the Cursed Child I just had to read this series again and so I did and I loved it even more I read this series around the end of last year but I have a perfectly good explanation for that ",neither
"Oh and also I may have made the mistake of watching the movies many times before reading the books ",neither
"I was quite young when I first wanted to read the series ",neither
"I was maybe years old or younger and because I was a stupid little child that knew nothing about the series I decided to read three of the books out of order ",neither
"I didnt realise I had to read them in order and I didnt even know the order ",neither
"So anyway it took me around months to finish Goblet of Fire and one month to finish HalfBlood Prince ",neither
"I mean come on I was young and didnt read as much as I do now ",neither
"After that I never really cared about the series ",neither
"Around two years ago I became one of those people that thought Harry Potter was overrated Im so sorry guys ",neither
"I didnt know why it was so popular and didnt think it was that great I didnt read that much at the time ",neither
"Then I watched the movies and loved them and decided to order the first book online ",neither
"It arrived and I was so excited and then It was in some random language that I didnUt understand ",neither
"I didnt even know what language it was",neither
"That was when I gave up on the series until last year where I decided to read the series ",neither
"Now after all that unnecessary information on to the actual story ",neither
"I read this two weeks ago and I cant remember the small details to do a review so this is going to be a very brief review ",neither
"Everyones probably read this book so Im not going to say what its about because that would be unnecessary ",neither
"Everything about this book is wonderful and the magical world just blew me away ",plot
"Im so obsessed that sometimes my sister who hasnt read the books was but watched the movies and I pretend to fight for like one minute and shout out spells at each other ",neither
"Yeah Im really weird ",neither
"Now dont get me wrong I love all the character the good ones but someone of the main characters arent that bright cough Harry cough ",character
"To be honest I didnt really think he was that dumb until my friend showed me this thing about why Harry Potter is not in Ravenclaw and it made me realise that he is really an idiot ",character
"I would tell you what the reasons are but they spoil the other books so Im just going to say them when I read the other books ",neither
"There is one situation where Harry tries to catch the letters in the air and not just pick one of the ground and hide it ",neither
"They were everywhere so why the hell does he need to grab the ones flying ",character
"Yeah he does manage to get one but he could have got one in a second ",character
"Hermione is my favourite character mainly because shes so smart and without her none of it would have been possible ",character
"Harry was so stupid and dont get me started on Ron ",character
"Hermione was amazing she was the one that was able to figure everything out ",character
"This series will always be a series that I will never get sick of ",plot
"I read this book so quickly ",neither
"I flew through it and didnUt even realise it ",plot
"Everything about is is just perfect and if youre someone who doesnt read this is the best book to get you into it ",neither
"Even though this is my second time reading it and I know everything that happens it still is just as good ",plot
"Also do not be deceived this book is not for children only ",neither
"Fairly standard kids fantasy fare from Rowling as she reintroduces the world to the classic British fairy tale which had been mostly forgotten since Tolkien spliced it with the epic ",plot
"She mines gold from this rich and storied tradition but doesnt really fashion anything unique from it We can see the beginnings of Rowlings authorial failings and a hint of her strengths as well ",plot
"She adopts Rouald Dahls awful family trope though its clear that Rowling does not have the gift of bizarre characterization or the knowledge of the darker parts of the human soul that made his books resonate She writes sympathetic characters but not unusual ones ",plot
"Overall her writing has relatively little character or style ",neither
"Then again mass success often requires leaving the more unusual s behind ",neither
"So she relies on standard character types managing to keep them afloat through the patented perpetual plot of the airplane book She also pulls from that old British tradition of children lost in fairyland seen often in early fantasy Dunsany Eddison which Lewis also made use of ",neither
"She also has the vast unknown underground of magic just beneath our world which keeps itself always mysterious and quiet much favored by Gaiman and other Urban Fantasy authors though Rowlings invented world is strained and piecemeal moreso as the series goes on The strength of the book is that it combines the tradition of the child in fairyland with another British standby the boarding school bildungsroman ",plot
"Its the same neat trick Mervyn Peake pulled in Gormenghast though Rowlings version is tame in comparison ",neither
"Her tale of the intellectual emotional and physical growth of the young outcast everyman is rather predictable except for some insight into angst in the fifth bookRowlings prose is quick and simple but sometimes awkward and without music or joy ",plot
"It is not the sort of deliberate simplicity Carroll achieved by expressing complex ideas in playful terms ",neither
"It is rather the sign of an author whose unsophisticated voice prevents her language from vaulting higher Simplistic elegance is deceptively difficult to achieve and so its hard to blame Rowling too much when she falters ",neither
"Its unfortunate that she didnt put a few failed books under her belt before finding success as such early outings are often best winnowed chaff Her plottingas everis scattered and convenient though in a shorter book it shows less ",neither
"Her plot twists as usual disappoint they are not built upon progression of events but upon reader expectation and emotional red herringsIts the beginning of an enjoyable series but theres really no need to start any earlier than the third book when Rowling finally finds her pace and begins to lean more heavily on that which she does well which helps to hide her faults ",plot
"Watch the movie if you need a primer My Fantasy Book Suggestions ",neither
"its even better with the drop dead gorgeous illustrations and i didnt think that was possible ",neither
"i only wish it had come out when i was a child because i probably would have loved it even more",neither
"Codswallop in my opinion ",plot
"Dunno if he had enough human left in him to die Gosh Ive missed this series ",neither
"Im not going to bother with a proper review because no review written by me could ever do this book or this series for that matter justice ",neither
"Im not going to bother with a description of the plot because unless youve been living under a rock for the past almost years you know what Harry Potter is about ",neither
"Instead this is just a spot for me to put down my thoughts feelings and history with this series Harry Potter and the Sorcerers Stone was first released in the US on September by Scholastic ",neither
"I was years old the same age that my daughter my oldest is now ",neither
"But I didnt read this that year ",neither
"I actually read this out of order initially and read this book only after reading and falling in love with Chamber of Secrets ",plot
"So I was the first time I ever picked up a Harry Potter book the same age as Harry and company in this book ",neither
"For me it made it all the more magical and relatable to grow up alongside the characters and to be roughly the same age as they were as the books were released ",neither
"I had already enjoyed reading but Harry Potter is the first book series that I ever truly loved that I could read over and over again and never grow tired of itI still react with shock to the people who tell me theyve ONLY watched these movies never read the books my husband included and start ranting about all the amazing details theyre missing out onIm almost as bad as a religious fanatic in that regard trying to convert everyone into a Potterhead ",plot
"I cant even watch the movies without thinking about everything from the books being left out Now here I am years later as an adult and with a family of my own finally reading my illustrated copy of the first Harry Potter book ",neither
"Which is GORGEOUS",neither
"This edition is a MUST for any true fan ",neither
"Now that Im older I appreciate Rowlings writing that much more ",neither
"It truly is magical ",plot
"She manages to create a whole amazing world with details galore and manages to introduce you into the world without it feeling like a huge info dump ",plot
"Everything is so carefully explained that it all feels completely legit ",plot
"For me she will always be the Queen hands down",neither
"This was a reread for me obviously and it was so heartwarming and perfect ",plot
"Rereading Harry Potter is like coming home ",plot
"I listened to it on audio because Jim Dale is bae ",neither
"Seriously his Hagrid voice is my life ",neither
