@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'U ',neither
'U U U UCC U U UCC ',neither
'I loved this book',neither
'Although I am a little late to get into these books and a little old ahaha I still enjoyed it',plot
'I loved the courage that Harry has and I cant help but love the Weasley twins Fred and George',neither
'Fourth read Illustrated hardback artist Jim KayThird read Second read First read Used paperback ',neither
'Im hoping to reread this entire series this year soU Utwo books down yayIts been almost exactly five years since I last read this series which was also my first time reading them guilty except Id read the first two when I was younger and for some reason Id never thought about Chamber of Secrets being a standout ',neither
'But rereading it I loved it way more than I rememberedThis time around I was really in awe of how well this book is plotted ',neither
'Maybe its because I knew what was going to hIm hoping to reread this entire series this year soU Utwo books down yayIts been almost exactly five years since I last read this series which was also my first time reading them guilty except Id read the first two when I was younger and for some reason Id never thought about Chamber of Secrets being a standout ',neither
'But rereading it I loved it way more than I rememberedThis time around I was really in awe of how well this book is plotted ',neither
'Maybe its because I knew what was going to happen but I noticed just how great all the foreshadowing is ',plot
'The pacing is much better in this book than in the first book and I love how the mystery unfolds bit by bit in such a clever way ',neither
'And maybe its because the later books are darker in comparison but Id almost forgotten how dark this one is too ',plot
'view spoilerGinnys involvement with the diaryTom RiddleVoldemort is really freaking disturbing if you think about it especially how Voldemort starts controlling her and making her do horrible things and she cant even remember it ',character
'Like it honestly makes my stomach hurt and I feel so bad for her ',neither
'Shes so alone and so scared the whole year and keeping this horrible secretU Ugahh its so awful ',neither
'hide spoilerOver all my reread of this book was super enjoyable ',plot
'Great characters great worldbuilding and a really fun and clever story ',character
'Im excited to reread the rest',neither
'Old review from under the cut view spoilerI thought this was quite an improvement from the first book ',neither
'mostly because the pacing was very good unlike the first book which seemed really rushed ',neither
'This one was also a bit darker ',neither
'I liked the whole mystery aspectU Ueven though I read it years ago and I still remembered the ending ',neither
'nevertheless the story unfolds in a very clever way ',neither
'As usual the world building is great etc I still have some issues with the writing and whatnotU Ubut even if the writing isnt the most original style in the world the story is good ',plot
'So I guess thats what matters ',plot
'Im interested in getting to the later books to see how this goes ',plot
' hide spoilerGinnys involvement with the diaryTom RiddleVoldemort is really freaking disturbing if you think about it especially how Voldemort starts controlling her and making her do horrible things and she cant even remember it ',character
'Like it honestly makes my stomach hurt and I feel so bad for her ',neither
'Shes so alone and so scared the whole year and keeping this horrible secretU Ugahh its so awful ',neither
'hide spoilerI thought this was quite an improvement from the first book ',neither
'mostly because the pacing was very good unlike the first book which seemed really rushed ',neither
'This one was also a bit darker ',neither
'I liked the whole mystery aspectU Ueven though I read it years ago and I still remembered the ending ',neither
'nevertheless the story unfolds in a very clever way ',neither
'As usual the world building is great etc I still have some issues with the writing and whatnotU Ubut even if the writing isnt the most original style in the world the story is good ',plot
'So I guess thats what matters ',plot
'Im interested in getting to the later books to see how this goes ',plot
' hide spoiler ',neither
'Ive heard this is the weakest Harry Potter book and after having read the first three I think I agree ',neither
'Although I feel the first three have been more or less equal in qualityI was annoyed by the new characters Gilderoy Lockhart Dobby and Colin Creevey and I absolutely hate the quidditch scenes and find them excruciatingly boring something Ive complained about to most of the people who tried to convince me to read thisFortunately there are two saving graces ',plot
'One is that the book andIve heard this is the weakest Harry Potter book and after having read the first three I think I agree ',neither
'Although I feel the first three have been more or less equal in qualityI was annoyed by the new characters Gilderoy Lockhart Dobby and Colin Creevey and I absolutely hate the quidditch scenes and find them excruciatingly boring something Ive complained about to most of the people who tried to convince me to read thisFortunately there are two saving graces ',plot
'One is that the book and the series as a whole is pretty damn exciting and its hard to put it down for any reason ',neither
'The second is the character of Tom Riddle and all the scenes involving himSince I am reading all the books in direct sequence the events and characters of each book blend together pretty fast so I will probably do a more detailed series review at the endFor now all there is to say is that I am actually enjoying Harry Potter ',character
'Who would ever have thoughtPS ',neither
'I love all the Weasleys ',neither
'There is just no way to do these books justice ',neither
'I cant even try ',neither
'Its our choices Harry that show what we truly are far more than our abilities Dumbledore Thanks again to my friend Litchick for coming up with this most awesome group read',neither
'I will wait for the applause to die down ',neither
'YES I FINALLY READ BOOK ',neither
'I have to ask myself WHY did I wait so long in between my reading of this and book ',neither
'I REALLY enjoyed this one and IUm so eager to continue on to book ',plot
'I read it in a matter of a few hours and I felt like I fell more in love with all these characters even more ',character
'REALLY enjoyed trying to figure out who was making trouble with the Chamber of Secrets and all the Riddle stuff ',neither
'It was so compelling ',neither
'WILL NOT WAIT SO LONG TO READI will wait for the applause to die down ',neither
'YES I FINALLY READ BOOK ',neither
'I have to ask myself WHY did I wait so long in between my reading of this and book ',neither
'I REALLY enjoyed this one and IUm so eager to continue on to book ',plot
'I read it in a matter of a few hours and I felt like I fell more in love with all these characters even more ',character
'REALLY enjoyed trying to figure out who was making trouble with the Chamber of Secrets and all the Riddle stuff ',neither
'It was so compelling ',neither
'WILL NOT WAIT SO LONG TO READ BOOK UI PROMISE ',plot
'I continue to have suspicions that Snape is the worst ',neither
'I canUt figure him out but I feel very unsettled ',plot
'OH OH and other noteworthy thingsI decided to get sorted after reading this oneUI was sorted as Gryffindor but also Hufflepuff ',character
'Apparently I can be a Gryffinpuff ',neither
'Rereading Harry Potter is the perfect way to start the month of September ',neither
'This used to be my least favourite book in the series but I loved it this time around',neither
'UCIt is our choices Harry that show what we truly are far more than our abilitiesUD While I think the movies are just awesome I think they fail to capture the magic this book has ',plot
'This book just enveloped me in my magic ',neither
'Magic magic everywhere ',plot
'Surrounding me ',neither
'Making me feel like I was a person living inside this magnificent world but terrifying and dangerous nonethelessThis is the second book in the series and I couldnt have been more satisfied with it I dont know if theres anything UCIt is our choices Harry that show what we truly are far more than our abilitiesUDWhile I think the movies are just awesome I think they fail to capture the magic this book has ',plot
'This book just enveloped me in my magic ',neither
'Magic magic everywhere ',plot
'Surrounding me ',neither
'Making me feel like I was a person living inside this magnificent world but terrifying and dangerous nonethelessThis is the second book in the series and I couldnt have been more satisfied with it I dont know if theres anything bad for me to say about it ',neither
'I dont know why Id bother myself trying to figure out what are the flaws of the book and I enjoyed myself so much reading itIm not one of those people who try to find every needle in a haystack ',plot
'I can be satisfied with imperfection and thats not at all imperfect ',neither
'It met all of my standards I had set after reading the first book ',neither
'It was adventurous and the world grows more and more complex just like I wanted it to be ',neither
'Learning more about magic was just as wondrous and exciting as it was for Harry Hermione and Ron and all those other kids at Hogwarts ',plot
'I almost feel like Im a student there which I wish I were ',plot
'Take out the Basilisk Voldemort though because Id shit my pants ',neither
'Not that the kids werent afraid ',neither
'Of course they were and that makes it that much more real ',neither
'The kids have a magnet for trouble ',neither
'Its so deep it is a book any kid should be reading instead of reading and obsessing about instead of playing pc games all day and night long ',neither
'Ill be careful enough to teach my kids how to read and appreciate what books give to us ',plot
'I love that in the end Harry stands alone and face the enemies without the immediate help of Ron Hermione ',character
'They help him along the way and thats just as important ',neither
'It was such a great read and writing this after almost year I feel so drawn to just pick up the book and reread it ',plot
'Another fantastic book ',neither
'I could never decide which I love more Book Book ',neither
'The Feels are real and some of my fave characters like Dobby and Lockhart are in here ',character
'I laughed and cried and am left feeling all quizy and light hearted inside ',plot
'Its HP peopleyou have to be a Tool if you dont love it lolI love Harry Potter Series ',plot
'Reread November Probably my least favourite from the series since its mostly about the heir of Slytherin and nothing else ',neither
'It still very good though but if I had to pick one ',neither
' Cant wait to read Prisoner of Azkaban though',neither
'I first realized how much the movies actually sucked after my second reread of this series just last year I meant to say they lacked in something but that is a mere halftruth ',plot
'I loved the actors I do and the effects of the movies are excellent ',neither
'I just simply disliked how many many details were chopped off and I was even turned off by the fact that they did not really follow Rowlings original ideas in some scenes ',neither
'If you ask me reading the books is a much better alternative to revisit HoI first realized how much the movies actually sucked after my second reread of this series just last year I meant to say they lacked in something but that is a mere halftruth ',plot
'I loved the actors I do and the effects of the movies are excellent ',neither
'I just simply disliked how many many details were chopped off and I was even turned off by the fact that they did not really follow Rowlings original ideas in some scenes ',neither
'If you ask me reading the books is a much better alternative to revisit Hogwarts ',neither
'I stand resolute with my original star rating ',neither
'After all this time Always I loved the mystery on whos behind the unleashing of the Basilisk ',character
'Rowling had kept people guessing and even scattered clues for future cases ',neither
'When Tom Riddle rearranged his own name together to formI remembered my first expression to be something like thisIt still never failed to surprise me how Rowling may have planned everything right from the beginning itself and I say keep them coming ',plot
'Tengo que darle las gracias a mi yo de hace unos aUFos por no haber visto las pelUEDculas de Harry Potter ni haberse interesado por los libros porque realmente me hubiese fastidiado un poco la lectura y todas las ganas que tengo ahora ',neither
'Harry Potter sinceramente era una saga que tenUEDa pendiente de leer por quUE me llamaba la atenciUFn pero no tanto como para empezarla rUEpido pero la cosa es que acabUE el segundo libro y no puedo esperar mUEs para ver que pasarUE con estos personajes increUEDbles y laTengo que darle las gracias a mi yo de hace unos aUFos por no haber visto las pelUEDculas de Harry Potter ni haberse interesado por los libros porque realmente me hubiese fastidiado un poco la lectura y todas las ganas que tengo ahora ',neither
'Harry Potter sinceramente era una saga que tenUEDa pendiente de leer por quUE me llamaba la atenciUFn pero no tanto como para empezarla rUEpido pero la cosa es que acabUE el segundo libro y no puedo esperar mUEs para ver que pasarUE con estos personajes increUEDbles y la historia en sUED y estoy fascinada ',neither
'Son nuestras elecciones Harry las que muestran lo que somos mucho mUEs que nuestras habilidades ',neither
'It took me a while to get through it but it managed to hook me completely somewhere around the middle',plot
'I enjoyed this second offering by JK Rowling a lot more than the first book so much more funny sarcastic and suspenseful',plot
'Will be diving into the third book right away ',plot
'Okay so I have to admit that this might be my least favorite book in the HP series ',neither
'But with that being said I still love it ',character
'Its impossible to not love a HP bookBut to be real the spider scene is lowkey the scariest scene in all of the books ',neither
'Also Fawkes is a very underrated character ',character
'He is so precious ',neither
'WHOOP second book done only more to go',neither
'You can expect that all my reviews for the HP books are going to be stars because this reread is SO MUCH FUN',neither
'It is also helping me definitively rank the HP books because I never decided which one I liked the best ',neither
'Anyway I didnt like Chamber of Secrets as much as Philosophers Stone but I still loved it',neither
'What I liked about Harry Potter is that every time you turn the page their is always some adventure that Harry does ',plot
'UA UB UBA UAC UBD UB UB UC UCC UC UB UBD UCC UBF UBF UBB UBF UB UB UCD UC UC UC UBF UC UC UBF UB UBF UCD UBD UC UB UB UCC UC UB UBF UBA UCC UC UBC UBF UC UC UB UBB UB UB UCE UBD UB UB UC UC UB UBD UCC UBB UB UC UB UC UC U UC UC UBF UB UB UB UBF UC UBF UB UBF UCD UBD UCC UC UB UB UB UBD UB UB UAD UC UBF UC UBC UB UBB UB UC UC UAC UB UB UAD UC UB UB UB UBA UB UC UB UBA UBB UC UC UBC UCC UC UCC UC UB UB UB UBC UB UC UBA UB UC UB UC UB UB UAF UB UC UC UCD UC UB UC UBF UC UCC UB UBF UBD UC UBF UC UBA UB UAC UBB UBB UB UC UAD UC UBF UB UB UC UC UB UAF UB UA UBF UC UBD UB UC UC UC UB UC UB UAF UC UA UC UC UB UBA UAC UBF UCD UC UB UBB UCC UB UBF UC UB UB UB UB UB UC UCD UB UB UBF UC UC UBF UB UBD UAC UB UBD UC UC UBC UB ',neither
'U UAD UBB UC UBA UAC UC UB UBA UB UC UAC UC UBF UB UBB UBB UAC UBC UB UB UC UBA UB UC UAE UC UB UC UB UC UAD UC UB UB UB UBA UB UB UB UC UBA UB UC UCC UBC UC UC UC UAE UC UB UBF UCE UC UC UB UBD UB UBC UB UBA UC UB UC UAC UB UB UBA UAC UC UB UBA UB UBB UBF UB UC UB UBC UBC UAD UBD UBF UBA UB UB UC UC UB UAF UBF UBA UAC UC UB UB UB UB UC UB UC UCC UBD UB UBC UBF UC UC UC UB UB UB UAF UC UB UB UCD UC UBA UBF UBB UB UC UCE UC UB UC ',neither
'UA UC UC UB UBA UAC UBD UB UB U UC UB UBA UB UB UBD UAD UC UC UB UB UB UB UAC UC UB UB UBC UB UC UBF UC UAD UC UC UBF UBA UB UB UAD UBD UB UA UB UC UB UA UBF UC UB UCUA UB UBA UAC UBD UB UB UC UCC UC UB UBD UCC UBF UBF UBB UBF UB UB UCD UC UC UC UBF UC UC UBF UB UBF UCD UBD UC UB UB UCC UC UB UBF UBA UCC UC UBC UBF UC UC UB UBB UB UB UCE UBD UB UB UC UC UB UBD UCC UBB UB UC UB UC UC U UC UC UBF UB UB UB UBF UC UBF UB UBF UCD UBD UCC UC UB UB UB UBD UB UB UAD UC UBF UC UBC UB UBB UB UC UC UAC UB UB UAD UC UB UB UB UBA UB UC UB UBA UBB UC UC UBC UCC UC UCC UC UB UB UB UBC UB UC UBA UB UC UB UC UB UB UAF UB UC UC UCD UC UB UC UBF UC UCC UB UBF UBD UC UBF UC UBA UB UAC UBB UBB UB UC UAD UC UBF UB UB UC UC UB UAF UB UA UBF UC UBD UB UC UC UC UB UC UB UAF UC UA UC UC UB UBA UAC UBF UCD UC UB UBB UCC UB UBF UC UB UB UB UB UB UC UCD UB UB UBF UC UC UBF UB UBD UAC UB UBD UC UC UBC UB ',neither
'U UAD UBB UC UBA UAC UC UB UBA UB UC UAC UC UBF UB UBB UBB UAC UBC UB UB UC UBA UB UC UAE UC UB UC UB UC UAD UC UB UB UB UBA UB UB UB UC UBA UB UC UCC UBC UC UC UC UAE UC UB UBF UCE UC UC UB UBD UB UBC UB UBA UC UB UC UAC UB UB UBA UAC UC UB UBA UB UBB UBF UB UC UB UBC UBC UAD UBD UBF UBA UB UB UC UC UB UAF UBF UBA UAC UC UB UB UB UB UC UB UC UCC UBD UB UBC UBF UC UC UC UB UB UB UAF UC UB UB UCD UC UBA UBF UBB UB UC UCE UC UB UC ',neither
'UA UC UC UB UBA UAC UBD UB UB U UC UB UBA UB UB UBD UAD UC UC UB UB UB UB UAC UC UB UB UBC UB UC UBF UC UAD UC UC UBF UBA UB UB UAD UBD UB UA UB UC UB UA UBF UC UB UC UC UC UC UB UBA UAC',neither
'UA UB UC UB UA UBF UC UB UC',neither
'UA UBF UC UAD UB UB UBD UBC UB UB UC UBF UB UBF UAE UC UB UC UC UB',neither
'UA UB UBD UC UCC UC UBA UB UB UC UBF UCD UBA UB UB UB UB UB UC UB UBC UAD UBD UBF UC U',neither
'JK Rowling really knows how to write a great book thats for sure',plot
'Although this wasnt my favorite book in the series it definitely wasnt because it was bad ',neither
'I loved the plot and conflict even though it wasnt as intense as the others were ',neither
'I was definitely shocked at the endso epic and mind blowing',neither
'UCIt is our choices Harry that show what we truly are far more than our abilitiesUD CHILLSREREADOkay DUH stars ',neither
'I actually liked this book more than I remembered',neither
'This used to be my least favorite of the Harry Potter books and while that still might be true I was more entertained than I expected',neither
'I always forget how different Book Ginny is from Movie Ginny way better all around and how she has such a bigger role in the books than the filmsNOW ONTO HP AND THE PRISONER OF AZKABAN',character
'I love this book of course I do but the fact remains that this book prominently featured two of my most hated Harry Potter characters ',character
'Ginny Weasley and Dobby ',neither
'There I said it ',neither
'I hate them both ',neither
'In my Harry Potter hate list Ginny and Dobby probably rank somewhere below Umbridge and Peter Pettigrew ',neither
'Yeah you heard me ',neither
'I hate them that muchThe reason I hate Ginny iswell never mind ',neither
'I dont want to start another shipping war here the last one was terrible enough so let the reason for myI love this book of course I do but the fact remains that this book prominently featured two of my most hated Harry Potter characters ',character
'Ginny Weasley and Dobby ',neither
'There I said it ',neither
'I hate them both ',neither
'In my Harry Potter hate list Ginny and Dobby probably rank somewhere below Umbridge and Peter Pettigrew ',neither
'Yeah you heard me ',neither
'I hate them that muchThe reason I hate Ginny iswell never mind ',neither
'I dont want to start another shipping war here the last one was terrible enough so let the reason for my hatred be implicit and unsaid ',neither
'Dobby is freaking annoying yo ',neither
'All his eagerness and shit and yeah I know what happens in the end ',neither
'Doesnt matter ',neither
'I still hate Dobby ',neither
'Dobby is the equivalent of fingernails on chalkboard for me ',neither
'If he had been my elf Id have given him a sock already so he could his whimpering sniveling ass out of my life ',neither
'He means well I know he does its just that hes such a frustratingly wellmeaning bumbling idiot ',neither
'UCYou know what Harry',neither
'If he doesnUt stop trying to save your life heUs going to kill youUDAaaaaaaand one final note ',neither
'UCGinnyUD said Mr Weasley flabbergasted ',neither
'UCHavenUt I taught you anything ',neither
'What have I always told you',character
'Never trust anything that can think for itself if you canUt see where it keeps its brainNo particular reason I included that except for the fact that it reminded me of my exboyfriend ',neither
'ReRead in December for Harry Christmas to YouThis time around I realized how much more entertaining this book is compared to the movie ',plot
'Nothing against the movie because I LOVE it but this book has so many more fun scenes',neither
'Like Arthur and Lucius PHYSICALLY FIGHTING EACH OTHER and Dobby tossing Lucius down a flight of stairs at the end ',neither
'Reading this aloud with Kyle literally had us laughing like crazy ',neither
'I love this series so much oh my RowlingReRead in December for Harry Christmas toReRead in December for Harry Christmas to YouThis time around I realized how much more entertaining this book is compared to the movie ',plot
'Nothing against the movie because I LOVE it but this book has so many more fun scenes',neither
'Like Arthur and Lucius PHYSICALLY FIGHTING EACH OTHER and Dobby tossing Lucius down a flight of stairs at the end ',neither
'Reading this aloud with Kyle literally had us laughing like crazy ',neither
'I love this series so much oh my RowlingReRead in December for Harry Christmas to YouOH MY LORD VOLDEMORTIn this book we get more little hints to events to come in future books Horcrux stuff a mention of Voldemort having left a part of himselfhis powers in Harry etc WHICH WAS AWESOME ',neither
'I find that every time I read these books I notice more things which was definitely true this time around ',neither
'One thing I did notice which COULD HAVE SOLVED EVERYTHINGAt the beginning of the book when theyre leaving for Kings Cross Ginny forgets her diary and has to back for it ',neither
'SHE NEARLY LEFT IT BEHIND ',neither
'OH MAN ',neither
'Overall this was a great time but Im excited to finally get to my favorite books in the series',neither
'Before I say anything else its important you know that I LOVE HARRY POTTER ',neither
'In my fingers and my toes ',neither
'LOVEThat being said this is my least favorite of the early books Ill let you know whether its my least favorite overall after I reread HARRY POTTER AND THE ORDER OF THE PHOENIXThe reasons are LEGION ',neither
'Gilderoy Lockhart is a prat and I hate him ',neither
'Deathday party ',neither
'Its creepy and gross ',neither
'Poor Ginny ',neither
'The trouble Harry and Ron get Mr Weasley into stresses me out ',neither
'I dont like snakeBefore I say anything else its important you know that I LOVE HARRY POTTER ',plot
'In my fingers and my toes ',neither
'LOVEThat being said this is my least favorite of the early books Ill let you know whether its my least favorite overall after I reread HARRY POTTER AND THE ORDER OF THE PHOENIXThe reasons are LEGION ',neither
'Gilderoy Lockhart is a prat and I hate him ',neither
'Deathday party ',neither
'Its creepy and gross ',neither
'Poor Ginny ',neither
'The trouble Harry and Ron get Mr Weasley into stresses me out ',neither
'I dont like snakes ',neither
'I HATE spiders ',neither
'Dobby needs to calm the eff downBUT ',neither
'This is Harry Potter were talking about so theres also plenty of awesomeness ',neither
'Dwarves dressed as cupids delivering singing valentines ',neither
'MOLLY WEASLEY ',neither
'Ford Anglia in the wilds of the Forbidden Forest ',neither
'Polyjuice Potion ',neither
'Gnomes shouting geroff ',neither
'view spoilerLucius Malfoy getting taken down a peg ',neither
'hide spoilerSO ',neither
'Even if this is my least favorite its still Harry Potter and Harry Potter AWESOME ',neither
'If you havent already READ IT ',neither
'If you have read it read it AGAIN ',neither
'That is allMy other reviews for this series Harry Potter and the Sorcerers Stone Harry Potter brbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrLucius Malfoy getting taken down a peg ',neither
'hide spoiler ',neither
'It is our choices Harry that show what we truly are far more than our abilities Albus DumbledoreSuch a wise wizardYou know how sometimes when you read the first in a series and it turns out so much better than you originally anticipated it makes you a little apprehensive when starting the sequel',plot
'Well I felt that way before starting this but I can definitely say that Harry Potter and the Chamber of Secrets is another fabulous installment in the rightfully beloved Harry Potter seriesIt is our choices Harry that show what we truly are far more than our abilities Albus DumbledoreSuch a wise wizardYou know how sometimes when you read the first in a series and it turns out so much better than you originally anticipated it makes you a little apprehensive when starting the sequel',neither
'Well I felt that way before starting this but I can definitely say that Harry Potter and the Chamber of Secrets is another fabulous installment in the rightfully beloved Harry Potter seriesAnd while I will admit to not loving it quite as much as its predecessor I still enjoyed it a great deal ',plot
'I think the reason for my not liking it as much can be mostly credited to the introduction of a new character Professor Lockhart ',character
'Lockhart is an annoyingly pretentious wizard who is completely full of himself and the majority of his teachings were based on his own life and his supposed brushes with death that he escaped only because of his heroism and great knowledge of the magic arts ',neither
'view spoilerRiiiiiiiiight ',neither
'hide spoilerIn a summary I didnt find the story involving Lockhart quite as interesting as Harrys realization of his true abilities and the escapades of his first year at HogwartsBut HP II undoubtedly still has plenty of hilarious moments and magical wonders not to mention the lovely cast of characters to more than compensate for this particular installments slightly lacking plot ',plot
'Hence the five stars ',neither
'view spoilerVery clever Ms ',neither
'Rowling very clever indeed ',neither
'hide spoilerFAVORITE QUOTE Ive heard you hate those Muggles you live with said Ernie swiftlyIts not possible to live with the Dursleys and not hate them said Harry ',neither
'Id like to see you try itNext up is Harry Potter and the Prisoner of Azkaban and Im very much looking forward to itMy reviews of other titles in this seriesHarry Potter and the Sorcerers StonebrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrRiiiiiiiiight ',neither
'hide spoilerVery clever Ms ',neither
'Rowling very clever indeed ',neither
'hide spoiler ',neither
'Overall I loved this and I cant wait to start Harry Potter and the Prisoner of Azkaban today ',neither
'Quick thoughts on the things that stood out to me Wow the Dursleys were even more loathsome in this book than the first ',neither
'I love the Weasleys even more than I already didI am so glad my mother never sent me a HowlerI thought Dobby was annoying in the movie which I saw when it came out over a decade ago not having read the book but I thought he was awesome in the book ',neither
'In fact we rewatched theOverall I loved this and I cant wait to start Harry Potter and the Prisoner of Azkaban today ',neither
'Quick thoughts on the things that stood out to me Wow the Dursleys were even more loathsome in this book than the first ',neither
'I love the Weasleys even more than I already didI am so glad my mother never sent me a HowlerI thought Dobby was annoying in the movie which I saw when it came out over a decade ago not having read the book but I thought he was awesome in the book ',neither
'In fact we rewatched the movie last night and not only was it as unsatisfying as I remember it its just a shit adaptation of this bookI thought it was delightful that view spoilerthe flying car went into the Forbidden Forest and went feral hide spoilerTom Riddles diary was really really awesome ',neither
'The entire idea and execution were fantasticI loved it when Dumbledore told Harry It is our choices Harry that show what we truly are far more than our abilities I hope that as the series goes on we have more scenes with him because I really love his wisdomMy minor complaints seem a little nitpicky and I suppose that if Im going to suspend disbelief to accept that wizards are real I should be able to accept that view spoilernone of the adults at Hogwarts would look in Hermiones fist to see the paper that Harry and Ron found after she was Petrified hide spoiler and view spoilerFawkes somehow just found his way into the Chamber of Secrets hide spoiler but Im an adult and if Id read this as a kid I wouldnt have cared for a single momentthe flying car went into the Forbidden Forest and went feral hide spoilernone of the adults at Hogwarts would look in Hermiones fist to see the paper that Harry and Ron found after she was Petrified hide spoilerFawkes somehow just found his way into the Chamber of Secrets hide spoiler ',character
'In memory of Alan Rickman who showed us what Severus Snape looks like on the Big ScreenI made myself a promise not to use any stills from any Harry Potter movies in my reviews for any book of the series but I have to make an exception today January thus the image aboveEven people who somehow managed to avoid reading the books and seeing the movies can guess that this book is about Harry Potters second year the School of Wizardry Hogwarts ',neither
'Before he gets there though he had to fightIn memory of Alan Rickman who showed us what Severus Snape looks like on the Big ScreenI made myself a promise not to use any stills from any Harry Potter movies in my reviews for any book of the series but I have to make an exception today January thus the image aboveEven people who somehow managed to avoid reading the books and seeing the movies can guess that this book is about Harry Potters second year the School of Wizardry Hogwarts ',neither
'Before he gets there though he had to fight the depression from loneliness as his adopted family does not care about him much and his Hogwarts friends seemingly forgotten about him ',neither
'Fortunately a magical creature called Dobby shows up and instantly makes Harrys life full of excitement he is convinced Harrys life is forfeit if the latter goes to Hogwarts so Dobby makes everything in his power to stop Harry from doing this ',neither
'Injures and maiming are fair game as long as Harry remains alive ',neither
'To add to the fun it seems Harrys life as well as that of his friends might really be in danger Dobby hinted at ',neither
'Like the first one this book can still fully qualify as a children book however it is darker and it does have some very gloomy and depressing moments children grew up and matured a little and so is the tale ',neither
'We get to meet characters familiar from the first book and see their development as well as new interesting ones ',plot
'Speaking about new people Gilderoy Lockhart is so full of himself he is excellent ',neither
'His whole Valentine celebration made me laugh out loud ',neither
'I think this is the first time we get to meet Lucius Malfoy in person he is another interesting guy the last scene with him is excellent ',neither
'I would like to talk about Harry Potter a little ',plot
'I saw lots of people say he is not the main hero of the series he is just a guy who always gets either lucky or have a helpful friend handy in tight spots ',plot
'I saw Hermione named the main hero she is the brainpower behind Harrys successes most of the time ',character
'I saw Neville named the main hero he has the greatest and most unexpected development of all characters ',character
'I would respectfully disagree Harry Potter is the main hero albeit a reluctant one compare him to Lockhart to see why ',character
'For the proof of this look no further than the final confrontation in this novel ',neither
'This was my reread of the book I knew exactly what to expect and I was sure I would rate it with stars until I found myself awoke well in the early morning hours finishing this reread despite the fact that I had to wake up early ',plot
'Any book which can do it to me deserves stars ',neither
'I do not have anything else to add to what I already said each installment of the series was analyzed and reviewed countless number of times by better qualified people ',neither
'I will stop right here ',neither
'It is our choices Harry that show what we truly are far more than our abilities ',neither
'Little did I know that I would instantly fall in love with this world and already miss it when I would finish it ',character
'Oh little did I know about the happiness I feel when I read about Harry and his friends and little am I expecting what is coming upHarry Potter and the Chamber of Secrets stars off where Harry Potter and the Sorcerers Stone left off ',neither
'Harry goes back to his old home for summer and spends time with h UDIt is our choices Harry that show what we truly are far more than our abilitiesUELittle did I know that I would instantly fall in love with this world and already miss it when I would finish it ',character
'Oh little did I know about the happiness I feel when I read about Harry and his friends and little am I expecting what is coming upHarry Potter and the Chamber of Secrets stars off where Harry Potter and the Sorcerers Stone left off ',neither
'Harry goes back to his old home for summer and spends time with his ugly family The Dursleys ',neither
'They are no different then they were before but in fact are even more rude ',neither
'As Harry thinks about going back to Hogwarts a new and ugly creature appears in Harrys bedroom as Harry returns upstairs ',neither
'His name is Dobby and he is known as a houseelf one that is treated badly ',neither
'But Dobby didnt come to chat with Harry he came to warn him ',neither
'Warn him about Hogwarts and save him telling him he must not return to Hogwarts ',neither
'He says this because he is trying to warn Harry and tell him that he can put the whole school in danger including his friends and himself ',neither
'But because Harry does not listen and is actually able to go back to Hogwarts thanks to his best friend Ron a lot of things happen this second year and some arent the best ',neither
'Some include agony being made and being taken back in time a new professor named Gilderon Lockheart a spiritghost who died in Hogwarts and now haunts the girls bathroom named Moaning Myrtle and even events having to do with Ron Weasleys younger sister Ginny ',neither
'These arent the only events happening and the only ones making Hogwarts suffer ',neither
'They actually have nothing to do with it ',neither
'There is somethingUor maybe someoneUwho is leading Hogwarts to danger and putting everyone at risk ',neither
'This person or thing is turning students into stone writing on the walls and killing a professors cat ',neither
'As rumors spread nobody knows who this might be ',neither
'It might be Draco Malfoy since he is known as an evil child wizard in Slytherin or maybe Hagrid since he has been in Hogwarts for a very long time including his studying years there ',neither
'Or any other professor including Snape Dumbledore McGonagall or even Lockhart ',neither
'But if it isnt any of those then it might just be Harry himselfI really dont know what to say ',neither
'Words arent possible because this book was just so wonderful and so fun ',neither
'There were even more magical journeys and I was so glad everyone has changes and JK Rowling decided to changer everyones character ',character
'Well almost ',neither
'Where do I start',neither
'Harry is still the cute cinnamon roll and I love his precious and cute character ',character
'I hate how he had to suffer even more with the Dursleys and had to even go back as the second year ended ',character
'I hope he escapes one day for good and never returns because I am so tired of him being treated like shit and like he really does not exist ',character
'His family is the only family he really has yet they treat him like they wish he was dead and didnt survive The Chamber of Secrets ',character
'Sure thats what they wish but they should show a little more empathy with him and treat him a little better maybe feed him more food and give him better clothes let him go out with his owl and have some freedom let him write back to his friends when they know he is miserable with them and just be the young Harry Potter he was made to be ',neither
'Other than that he is growing and growing into a much better wizard and is slowly learning even more spells which he ended up using some to defend his friend and fight Draco withRon oh Ron he is so cute and precious but so dumb in such cute ways ',neither
'He still cant figure out the right magic spells and how to use them making the rest of the crowd laugh at him because of his silly actions ',neither
'Hes so funny and when hes worried his face reactions are so cute but so heartbreaking at times because he is just so adorable ',neither
